time,schedule,direction,operator
6:32,weekday,wb,ace
7:47,weekday,wb,ace
8:52,weekday,wb,ace
9:17,weekday,wb,ace
15:35,weekday,eb,ace
16:35,weekday,eb,ace
17:35,weekday,eb,ace
18:38,weekday,eb,ace
